id,item_group_id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,identifier_exists,google_product_category,product_type,is_bundle,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
51536032301188,10027484479620,Hinok Fabric Refresher Gift Set – Jeju Hinoki Cypress – 30.4 fl oz (900 mL),"The Spray eliminates odors from fabrics, clothing, and shared spaces — using only upcycled Jeju cypress water, no synthetic fragrance. This set includes the full Spray Set with a reusable linen pouch and hinok gift bag.",in_stock,new,70.00 USD,,https://hinok.us/products/the-spray-gift-set?variant=51536032301188,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Spray_Gift_Set_69a473bb-f5a9-4a89-9c9b-30801ab26007.png?v=1783680369,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Spray_Gift_Set_1.png?v=1783600424,Hinok,no,6240,Home Care > Fabric Care > gift_set,yes,spray,gift_set,aov_50_plus,high,in_stock
51448817025156,,Hinok Sulfate-Free Body Wash – Jeju Hinoki Cypress – 15.2 fl oz (450 mL),"Jeju Hinoki Cypress water with plant derived cleansers and a fine cypress grain that clears away dead skin and excess oil. Low irritation, and no sulfates.",in_stock,new,46.00 USD,,https://hinok.us/products/the-body-wash-15-2-fl-oz-450ml?variant=51448817025156,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Body_Wash_f6d24daf-79e2-4e89-bf1d-0881689e993a.png?v=1783581849,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Body_Wash_1.png?v=1783583934,Hinok,no,2747,Personal Care > Bath & Body > core,no,body_care,core,aov_30_49,low,in_stock
51448819941508,,Hinok Hand & Body Lotion – Jeju Hinoki Cypress – 15.2 fl oz (450 mL),"Jeju Hinoki Cypress water with five ceramides that help restore the skin barrier frequent washing wears down. It sinks in without residue, on the body after a shower and on hands between washes.",in_stock,new,50.00 USD,,https://hinok.us/products/the-hand-and-body-lotion-15-2-fl-oz-450ml?variant=51448819941508,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Hand_Body_Lotion_ca38a039-e268-44a5-9a93-13a197990b79.png?v=1783581882,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Hand_Body_Lotion_1.png?v=1783584041,Hinok,no,2592,Personal Care > Bath & Body > core,no,body_care,core,aov_50_plus,low,in_stock
51448824791172,,Hinok Scalp Care Shampoo – Jeju Hinoki Cypress – 15.2 fl oz (450 mL),"Jeju Hinoki Cypress water with plant derived cleansers that wash away buildup and cool the scalp. Low irritation, and no silicones.",in_stock,new,49.00 USD,,https://hinok.us/products/the-shampoo-15-2-fl-oz-450ml?variant=51448824791172,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Shampoo_939431c1-f6f6-49d3-98ee-ca86f5b8bdb4.png?v=1783581912,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Shampoo_1.png?v=1783584133,Hinok,no,543615,Personal Care > Hair Care > core,no,hair_care,core,aov_30_49,low,in_stock
51448827740292,,Hinok Silicone-Free Conditioner – Jeju Hinoki Cypress – 15.2 fl oz (450 mL),"Jeju Hinoki Cypress water in a silicone-free conditioner that detangles and softens damaged, dry hair. Low irritation, and 95 percent naturally derived.",in_stock,new,45.00 USD,,https://hinok.us/products/the-conditioner-15-2-fl-oz-450ml?variant=51448827740292,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Conditioner_3ab0a96a-04fe-44a0-9aaf-b1c02edd2ce0.png?v=1783581951,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Conditioner_1.png?v=1783584200,Hinok,no,543616,Personal Care > Hair Care > core,no,hair_care,core,aov_30_49,low,in_stock
51448828264580,,Hinok Hair & Body Discovery Set – 4 Travel Minis,"Four miniatures: Shampoo, Conditioner, Body Wash, and Hand & Body Lotion, each made with Jeju hinoki cypress water. Carry the forest with you.",in_stock,new,42.00 USD,,https://hinok.us/products/hair-body-discovery-set?variant=51448828264580,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/Hair_Body_Discovery_Set_baea5829-f55f-4cdc-9cb9-2534c8f4d916.png?v=1783582005,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/Hair_Body_Discovery_Set_1.png?v=1783584323,Hinok,no,475,Personal Care > Bath & Body > discovery_set,yes,body_care,discovery_set,aov_30_49,low,in_stock
51783146963076,,Hinok Shampoo Refill – Jeju Hinoki Cypress – 30.4 fl oz (900 mL),"The same three minutes of forest, now without a second bottle. Refill your 450 mL bottle twice from a single pouch, with far less plastic than buying new bottles.",in_stock,new,77.00 USD,,https://hinok.us/products/the-shampoo-30-4-fl-oz-900ml-refill?variant=51783146963076,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Shampoo_Refill_31481f3e-3f13-4ed7-8598-20fd61997979.png?v=1783582121,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Shampoo_Refill_1.png?v=1783600500,Hinok,no,543615,Personal Care > Hair Care > refill,no,hair_care,refill,aov_50_plus,low,in_stock
51783166230660,,Hinok Conditioner Refill – Jeju Hinoki Cypress – 30.4 fl oz (900 mL),"The same lightweight softness, now without a second bottle. Refill your 450 mL bottle twice from a single pouch, with far less plastic than a new bottle.",in_stock,new,75.00 USD,,https://hinok.us/products/the-conditioner-30-4-fl-oz-900ml-refill?variant=51783166230660,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Conditioner_Refill_12de6595-e927-4239-9888-32676b0209e2.png?v=1783582205,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Conditioner_Refill_1.png?v=1783665858,Hinok,no,543616,Personal Care > Hair Care > refill,no,hair_care,refill,aov_50_plus,low,in_stock
51783178027140,,Hinok Body Wash Refill – Jeju Hinoki Cypress – 30.4 fl oz (900 mL),"The same forest, shoulders to feet, now without a second bottle. Refill your 450 mL bottle twice from a single pouch, with far less plastic than a new bottle.",in_stock,new,77.00 USD,,https://hinok.us/products/the-body-wash-30-4-fl-oz-900ml-refill?variant=51783178027140,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Body_Wash_Refill_feeba085-e720-4e82-ac34-a669deba852f.png?v=1783582151,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Body_Wash_Refill_1.png?v=1783600568,Hinok,no,2747,Personal Care > Bath & Body > refill,no,body_care,refill,aov_50_plus,low,in_stock
51783179796612,,Hinok Hand & Body Lotion Refill – Jeju Hinoki Cypress – 30.4 fl oz (900 mL),"The same quiet trace of Jeju, now without a second bottle. Refill your 450 mL bottle twice from a single pouch, with far less plastic than a new bottle.",in_stock,new,83.00 USD,,https://hinok.us/products/the-hand-and-body-lotion-30-4-fl-oz-900ml-refill?variant=51783179796612,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Hand_and_Body_Lotion_Refill_9b79483f-766f-4da7-90c2-62a4d6705417.png?v=1783582178,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/The_Hand_and_Body_Lotion_Refill_1.png?v=1783600627,Hinok,no,2592,Personal Care > Bath & Body > refill,no,body_care,refill,aov_50_plus,low,in_stock
51849585983620,,Hinok Dispenser Holder - Hook,The Dispenser Holder - Hook,in_stock,new,30.00 USD,,https://hinok.us/products/the-dispenser-holder-hook?variant=51849585983620,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/IMG_2271.heic?v=1778573267,,Hinok,no,,Personal Care > Bath & Body > core,no,body_care,core,aov_30_49,low,in_stock
52662593355908,10448038068356,Hinok Gentle Hand Wash – Jeju Hinoki Cypress – 15.2 fl oz (450 mL),"Two daily rituals, brought together. The Spray neutralizes odors on fabrics and in rooms, while The Hand Wash cleans fully and rinses clean. Includes a reusable linen pouch.",in_stock,new,85.00 USD,,https://hinok.us/products/the-spray-hand-wash-set?variant=52662593355908,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheSpray_HandWashSet_1.png?v=1787271718,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheSpray_HandWashSet_2.png?v=1787271719,Hinok,no,6240,Home Care > Fabric Care > core,no,spray,core,aov_50_plus,low,in_stock
52662593388676,10448038068356,Hinok Gentle Hand Wash – Jeju Hinoki Cypress – 30.4 fl oz (900 mL),"Two daily rituals, brought together. The Spray neutralizes odors on fabrics and in rooms, while The Hand Wash cleans fully and rinses clean. Includes a reusable linen pouch.",in_stock,new,105.00 USD,,https://hinok.us/products/the-spray-hand-wash-set?variant=52662593388676,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheSpray_HandWashSet_1.png?v=1787271718,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheSpray_HandWashSet_2.png?v=1787271719,Hinok,no,6240,Home Care > Fabric Care > core,no,spray,core,aov_50_plus,low,in_stock
52662792716420,,Hinok Hand Set,"Wash, then balm. The Hand Wash cleans fully and rinses clean, while The Hand Balm gives dry hands deep moisture without a greasy film. Includes a reusable linen pouch.",in_stock,new,72.00 USD,,https://hinok.us/products/the-hand-set?variant=52662792716420,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheHandSet_1.png?v=1787271803,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheHandSet_2.png?v=1787271804,Hinok,no,,Personal Care > Bath & Body > core,no,body_care,core,aov_50_plus,low,in_stock
52663474454660,,Hinok Shower Set,"A complete shower ritual for hair and body. The Shampoo washes away buildup and cools the scalp, The Conditioner detangles and softens without silicones, and The Body Wash clears away dead skin and excess oil without sulfates.",in_stock,new,140.00 USD,,https://hinok.us/products/the-shower-set?variant=52663474454660,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheShowerSet_1.png?v=1787271856,https://cdn.shopify.com/s/files/1/0620/9195/2260/files/TheShowerSet_2.png?v=1787271856,Hinok,no,,Personal Care > Bath & Body > core,no,body_care,core,aov_50_plus,low,in_stock
